,Integration Type,Language,Sentiment,Categories,Text,pred
3048,facebook,eng,1,experience;food;service,"The food was delicious, the sticky toffee pudding was the best we have ever had and the service by Jess and Amanda was excellent.",1
3049,google_mybusiness,eng,1,experience;food,nice steak,1
3050,facebook,eng,1,food,https://www.valkyriestudios.be,1
3053,google_mybusiness,eng,1,food,I was honestly surprised when I got a decent burger here. We sat here by pure chance. Kudos.,1
3064,google_mybusiness,eng,1,environment;reputation,beautiful bowlingcalmperfect place for bowlers,1
3072,google_mybusiness,eng,1,environment;reputation,Great +++,1
3077,google_mybusiness,eng,1,experience;food;service,Good Italian food and service.,1
3080,google_mybusiness,eng,1,experience;food;value,Went there for lunch with my colleagues. The pizza served is good portion and was really nice,1
3091,facebook,eng,1,food;experience;service,Very good good and service,1
3098,yelp,eng,1,food,"This was the best burger I've had outside of the US.  Juicy, flavorful. We all had burgers and a couple of sides of fries for which Belgium is known. Prices were moderate and quality was good. The bacon was delicious and was more like a ham than a cured thick piece of bacon in America. The. buns were amazing",1
3103,google_mybusiness,eng,1,food,Excellent beef burger and good quality sides. Recommend.,1
3105,google_mybusiness,eng,1,food;reputation;value,Delicious burgers with a good balance between the price and the quality. Extra kudos for having a delicious vegan burger (Beyond burger) and multiple vegetarian burgers. I also recommend the self made ice tea.,1
3106,facebook,eng,1,reputation;food,The Beyond Burger = THE best vegan burger in Breda!,1
3107,google_mybusiness,eng,1,food;service,Very good tasty burgers and nice service ;-),1
3113,google_mybusiness,eng,1,environment,"Simpel, maar lekker",1
3116,instagram,eng,1,environment,#123spaghettiiiii 😋 bavet_spaghetti,1
3119,instagram,eng,1,environment,forever mood 🍝bavet_spaghetti,1
3120,facebook,eng,1,environment,"Great to see you embraced our concept! Looking forward to host you again! Still got any feedback to reach the 5*, let us know! ?",1
3121,google_mybusiness,eng,1,environment;service,Lovely meal and friendly service!,1
3123,instagram,eng,1,environment,Belgium doesn’t kid around with spaghetti 🍝,1
3124,instagram,eng,1,environment,"not all girls are made of sugar & spice & everything nicesome girls are made of adventure, fine beer, brains & no fear ✨",1
3127,google_mybusiness,eng,1,food;environment,"If you're a big eater and you dream about pasta at night, Bavet is what you're looking for. Warning: a big portion is a big portion! :)",1
3132,google_mybusiness,eng,1,reputation,Super goed,1
3134,google_mybusiness,eng,1,environment;food,"Nice & Comfy. Lots of meat burgers.Good range of vegan/veggie choices, from starter to dessert.",1
3142,google_mybusiness,eng,1,food;innovation,Fantastic place for food and beer. Each of the burgers is paired with a beer. Lots of selection for food as well as non beer options for drink. Lovely little courtyard in the middle which is fantastic on a warm day. Reasonably priced too.  Not to mention the burgers were delicious,1
3146,google_mybusiness,eng,1,food;service,"Excellent veggie burger, nice and friendly service. Thanks a lot.",1
3148,google_mybusiness,eng,1,food;value,"Tasty and good, but a bit expensive",1
3151,google_mybusiness,eng,1,food,Good and tasty finger food. Fine quality,1
3153,google_mybusiness,eng,1,environment;food;reputation,"Great beer selection, amazing food and a good vibe all around. Highly recommended!",1
3154,google_mybusiness,eng,1,food,"Loved the vegan selection of both burgers and sides. A nut burger might not sound too exciting, but the patty is above any average home made vegan one, and the flavour combinations are great. Preferred this way above a beyond burger with average toppings. Plenty of dressings and veggies and overall well thought through flavors. The wasabi burger was a personal favourite.",1
3157,google_mybusiness,eng,1,food,House beer was excellent! Great choice of burgers and vegetarian options. Good atmosphere.,1
3159,google_mybusiness,eng,1,value;food,Good variety of quality burgers and beer. A little expensive.,1
3160,google_mybusiness,eng,1,food,Best burger I've ever had! Holy s**t,1
3166,instagram,eng,1,reputation,"sorry, I ain’t sorry 🥯🍫🍺🍕🥑⠀⠀⠀(p.s.: nostalgia infinita dessa viagem, então sofram comigo nessa segunda braba.)⠀⠀⠀#Brugge #Belgium #EuropeTour #GirlTraveller #Wanderlust #Overposting 🗺🎒",-1
3168,instagram,eng,1,reputation,What’s a trip to one of the capital cities of chocolate without a daily dose of it 😋🍫Photocred to jessicalipkin 👏🏼👏🏼👏🏼,1
3171,instagram,eng,1,reputation,Cherrylicious! 🍒••••••#cherry #toppings #waffles #premiumwaffles #belgium #antwerp #onthego #welovechezalbert #wafflelicious #chezalbert,1
3173,facebook,eng,1,reputation,🌸 HAPPY MOTHER’S DAY 🌸,1
3174,instagram,eng,1,food;reputation,Best Belgian waffle ever by: chezalbert 🥰Sweet tooth activated ❤......................#AdvenChelle #bruges #belgium #sweet #foodgasm #waffle #foodphotography #travel #adventure #places 🇧🇪,1
3176,instagram,eng,1,reputation,"Weekends are for waffles 🙌🏻 Thank you @oneholyshot for this amazing picture, we love it! ••••••#friday #almostweekend #waffleinspo #premium #friends #topping #ostend #bruges #antwerp #foodie #chocolate #chezalbert",1
3178,facebook,eng,1,reputation,"All fresh, coming to you, with love! 😘😘 #fresh #love #waffles #food #foodporn #foodtruck #belgian #chocolate #strawberry #whippedcream #marshmello #bruges #handmade #wafflesonastick #liegewaffle #njomnjom Chez Albert Go.fre",1
3180,instagram,eng,1,reputation,Waffles & Chocolate - The perfect Tuesday motivation! 💪🏼•••••••#tuesday #wafflelove #freshwaffles #motivation #goodmood #foodinspo #chocolate #topping #welovechezalbert,1
3183,facebook,eng,1,reputation,🌸 HAPPY MOTHER’S DAY 🌸 Spoil your mom with the best bouquet there is!,1
3184,instagram,eng,1,reputation,🌸 HAPPY MOTHER’S DAY 🌸 Spoil your mom with the best bouquet there is! •••••••#happymothersday #sunday #bouquet #perfectgift #wafflelove #waffleonastick #go4gofre #familytime #premium #toppings #gofre,1
3185,instagram,eng,1,reputation;food,"All fresh, coming to you, with love! 😘😘 @go.fre @chezalbert #fresh #love #waffles #food #foodporn #foodtruck #belgian #chocolate #strawberry #whippedcream #marshmello #bruges #handmade #wafflesonastick #liegewaffle #njomnjom",1
3186,instagram,eng,1,reputation,"Wednesday happiness, let’s break this week 🙌🏻 ••••••#wednesday #mood #goodmood #go4gofre #thesparklingones #topping #motivation #foodinspo #treatyourself #gofre",1
3187,facebook,eng,1,reputation,This cutie just couldn’t wait to eat his Go.fre 🤭,1
3188,google_mybusiness,eng,1,experience;food,"Very nice lasagne, although it could've done with more bechamel sauce. The Pane Rustico starter was great, a collection of very tasty different breads.",1
3190,instagram,eng,1,environment,"Customised gift for bavet_spaghetti , commissioned by real.spaceagency . Thanks for the nice collaboration guys! ✌🏻#eltipographic #bavet #realspaceagency",1
3191,google_mybusiness,eng,1,environment;food;service,"Good pasta, some modern combinations. Huge portions, even the 'hungry like a dog' one (medium size) was too much for me. But mostly: incredible service! Fast, super friendly and professional. I ordered some delayed drinks, which were not forgotten and handed to me at the correct time. I ordered a beer which was the last one on draft (and no spare keg). The waiter apologised for the taste probably being inferior, and offered it free of charge. I'm impressed!",-1
3193,google_mybusiness,eng,1,experience;food;service,Awesome food. Great service and place,1
3196,google_mybusiness,eng,1,experience;food,"Amazing food, freshly prepared",1
3201,google_mybusiness,eng,1,experience;food;environment,Good concept and delicious food,1
3204,google_mybusiness,eng,1,experience;food,The most delicious food in Town,1
3205,google_mybusiness,eng,1,experience;food,Quick service.. Fries crunchy and delicious.. ketchup taste like watered down sauce. Last Street box on the menu was delicious. Beef gyro- it was good..,1
3210,facebook,eng,1,experience;service,"Wow what a beautiful evening we had here this evening, thoroughly looked after by Ivan and Karalina. nothing was too much trouble!! Polite, friendly and  efficient service ! We will definitely be returning ASAP",1
3211,google_mybusiness,eng,1,experience;service;food,I love this place. If you like a good steak there are few places that can beat it! Drinks are reasonably expensive but the food is well priced. Staff are friendly and accomodating There was disabled access - which was a must for my party of 10.,1
3212,google_mybusiness,eng,1,experience;food;service,"Very good steak, asparagus mostly good but a few woody pieces, great onion rings, coffee nice but could be a little hotter. Polite and friendly service.",0
3213,google_mybusiness,eng,1,food;experience;service,"Side salad as bun replacement could do with a little refinement, but otherwise the service was great, the burgers were really tasty, and we wouldn't hesitate to return!",1
3214,google_mybusiness,eng,1,experience,Satisfactory.,1
3215,google_mybusiness,eng,1,experience;food,Awesome food.,1
3216,google_mybusiness,eng,1,experience;food,Good food,1
